timestamp,latency_avg,latency_std,latency_min,latency_max,packet_loss,http_response_time,bytes_sent_rate,bytes_recv_rate,dns_time,wifi_signal,is_anomaly
2025-01-01T00:18:30Z,41.44,6.68,28.09,54.79,0,218.7,39390.0,54494.0,106.6,-50,0
2025-01-01T00:19:00Z,39.51,3.14,33.24,45.78,0,493.6,11457.0,12320.0,35.3,-55,0
2025-01-01T00:19:30Z,50.62,3.46,43.7,57.53,0.86,344.9,34008.0,421909.0,49.8,-65,0
2025-01-01T00:20:00Z,41.16,7.74,25.69,56.64,0.44,218.0,5509.0,217565.0,91.5,-55,0
2025-01-01T00:20:30Z,39.93,7.3,25.34,54.53,0.48,178.8,2315.0,218311.0,69.6,-40,0
2025-01-01T00:21:00Z,31.86,5.69,20.47,43.25,0,269.4,3592.0,332287.0,49.7,-55,0
2025-01-01T00:21:30Z,50.21,4.55,41.11,59.31,1.26,426.8,16377.0,348756.0,73.2,-59,0
2025-01-01T00:22:00Z,49.0,7.32,34.36,63.64,0.22,400.1,15117.0,274195.0,15.0,-56,0
2025-01-01T00:22:30Z,38.04,3.26,31.53,44.56,0,309.7,33814.0,255831.0,98.3,-40,0
2025-01-01T00:23:00Z,30.57,5.65,19.28,41.87,0.16,402.0,4760.0,476024.0,39.7,-56,0
2025-01-01T00:23:30Z,35.7,2.71,30.27,41.13,0.61,327.1,42502.0,36878.0,58.5,-45,0
2025-01-01T00:24:00Z,33.06,3.8,25.46,40.65,0.02,156.7,34412.0,446384.0,105.3,-62,0
2025-01-01T00:24:30Z,38.51,5.87,26.77,50.26,1.39,321.6,27915.0,458776.0,27.7,-61,0
2025-01-01T00:25:00Z,20.29,5.17,9.96,30.63,0,574.0,44582.0,306520.0,90.5,-49,0
2025-01-01T00:25:30Z,44.06,2.11,39.83,48.29,0.2,528.0,22558.0,376013.0,103.2,-57,0
2025-01-01T00:26:00Z,21.09,2.92,15.24,26.93,0.41,120.3,14358.0,136222.0,48.6,-48,0
2025-01-01T00:26:30Z,40.74,2.07,36.6,44.87,0.9,191.3,20802.0,165775.0,63.9,-64,0
2025-01-01T00:27:00Z,15.98,5.09,5.81,26.16,1.02,441.7,42851.0,382914.0,54.9,-65,0
2025-01-01T00:27:30Z,32.01,7.24,17.53,46.49,0.97,514.6,26957.0,367450.0,99.0,-58,0
2025-01-01T00:28:00Z,33.34,3.72,25.9,40.79,1.07,427.8,39927.0,362229.0,103.3,-61,0
2025-01-01T00:28:30Z,13.71,5.14,3.42,23.99,0.27,424.8,4289.0,214592.0,106.0,-60,0
2025-01-01T00:29:00Z,30.0,3.29,23.42,36.57,0.74,475.8,19018.0,376129.0,102.4,-57,0
2025-01-01T00:29:30Z,18.66,1.36,15.93,21.39,0.65,575.0,11289.0,34775.0,115.5,-64,0
2025-01-01T00:30:00Z,41.34,1.14,39.05,43.62,0.4,159.2,6398.0,334895.0,74.2,-59,0
2025-01-01T00:30:30Z,34.62,5.24,24.14,45.11,0.98,581.1,35946.0,389007.0,32.2,-56,0
2025-01-01T00:31:00Z,43.54,5.74,32.05,55.02,0.57,578.2,19893.0,357650.0,23.0,-43,0
2025-01-01T00:31:30Z,35.69,3.11,29.47,41.92,1.27,435.8,40296.0,398215.0,74.4,-64,0
2025-01-01T00:32:00Z,26.34,4.54,17.25,35.42,0.71,257.4,42494.0,411254.0,26.1,-54,0
2025-01-01T00:32:30Z,42.44,4.05,34.34,50.54,0,461.6,48277.0,135406.0,99.9,-48,0
2025-01-01T00:33:00Z,16.76,5.15,6.47,27.05,0.7,247.6,12350.0,467344.0,44.3,-51,0
2025-01-01T00:33:30Z,21.61,3.65,14.3,28.91,0.65,94.9,42563.0,91329.0,37.3,-40,0
2025-01-01T00:34:00Z,32.51,7.16,18.18,46.83,1.16,369.0,25880.0,95933.0,40.3,-52,0
2025-01-01T00:34:30Z,35.79,5.52,24.74,46.83,0,335.2,39667.0,46980.0,38.3,-43,0
2025-01-01T00:35:00Z,30.06,4.87,20.31,39.81,0.09,258.8,49832.0,275419.0,51.9,-51,0
2025-01-01T00:35:30Z,34.96,2.35,30.26,39.65,0.75,142.2,26840.0,381214.0,34.4,-59,0
2025-01-01T00:36:00Z,32.79,6.32,20.15,45.43,1.16,390.3,49027.0,416398.0,46.1,-54,0
2025-01-01T00:36:30Z,47.31,2.92,41.47,53.15,0.55,586.6,27713.0,348860.0,28.3,-41,0
2025-01-01T00:37:00Z,44.11,4.29,35.53,52.68,0.03,309.0,9300.0,26163.0,113.8,-50,0
2025-01-01T00:37:30Z,45.67,5.04,35.59,55.75,0.73,437.0,7671.0,405665.0,114.7,-63,0
2025-01-01T00:38:00Z,47.51,5.24,37.02,58.0,1.08,491.2,11362.0,261525.0,62.3,-51,0
2025-01-01T00:38:30Z,26.01,4.98,16.05,35.97,0.22,111.3,48009.0,50067.0,95.1,-45,0
2025-01-01T00:39:00Z,31.88,2.22,27.45,36.31,0.25,119.0,234.0,225527.0,77.4,-56,0
2025-01-01T00:39:30Z,199.8,7.02,19.03,47.1,51.1,117.0,11748.0,132645.0,98.1,-47,1
2025-01-01T00:40:00Z,50.71,1.5,47.71,53.71,0,166.3,15450.0,374604.0,74.8,-56,0
2025-01-01T00:40:30Z,26.65,3.82,19.01,34.28,0.58,221.6,27045.0,219161.0,77.8,-52,0
2025-01-01T00:41:00Z,33.18,2.6,27.97,38.38,0.43,430.6,43040.0,293768.0,17.2,-41,0
2025-01-01T00:41:30Z,34.65,6.29,22.06,47.24,0.64,324.7,32610.0,458078.0,34.1,-47,0
2025-01-01T00:42:00Z,45.36,4.29,36.78,53.94,0,292.3,16121.0,52748.0,31.9,-52,0
2025-01-01T00:42:30Z,29.27,6.69,15.88,42.66,1.67,366.1,22796.0,157601.0,48.9,-41,0
2025-01-01T00:43:00Z,5.35,5.6,1,16.56,0.36,362.1,20721.0,94197.0,53.0,-41,0
2025-01-01T00:43:30Z,31.96,2.87,26.22,37.7,0.56,148.1,14473.0,440483.0,65.9,-65,0
2025-01-01T00:44:00Z,29.27,2.11,25.05,33.49,0.27,366.4,27657.0,47058.0,119.2,-62,0
2025-01-01T00:44:30Z,48.98,4.49,40.0,57.95,1.14,452.6,25493.0,137076.0,102.6,-50,0
2025-01-01T00:45:00Z,25.67,7.45,10.76,40.58,0.34,344.3,43978.0,432081.0,44.0,-40,0
2025-01-01T00:45:30Z,25.58,2.87,19.84,31.32,1.24,81.3,36330.0,418819.0,75.9,-44,0
2025-01-01T00:46:00Z,42.4,3.42,35.57,49.23,1.0,367.0,27217.0,227945.0,48.8,-59,0
2025-01-01T00:46:30Z,35.69,6.99,21.71,49.67,0.99,293.6,15977.0,236752.0,110.9,-53,0
2025-01-01T00:47:00Z,25.43,7.87,9.7,41.16,0,337.6,1947.0,251394.0,77.0,-62,0
2025-01-01T00:47:30Z,23.63,4.2,15.23,32.03,0.72,455.7,20558.0,327563.0,31.2,-50,0
2025-01-01T00:48:00Z,33.68,3.78,26.12,41.25,1.2,121.8,16495.0,337342.0,71.0,-55,0
2025-01-01T00:48:30Z,43.8,4.79,34.22,53.37,0.12,401.1,11815.0,342358.0,45.2,-58,0
2025-01-01T00:49:00Z,30.83,5.44,19.96,41.71,0.59,533.7,22240.0,347154.0,109.9,-64,0
2025-01-01T00:49:30Z,43.84,4.01,35.81,51.87,0.66,207.0,20661.0,341059.0,33.9,-60,0
2025-01-01T00:50:00Z,44.57,2.69,39.2,49.94,0,554.7,7242.0,230844.0,41.7,-57,0
2025-01-01T00:50:30Z,44.01,3.01,37.98,50.03,0.17,364.2,3786.0,472645.0,118.7,-56,0
2025-01-01T00:51:00Z,28.25,6.92,14.42,42.09,0.67,183.6,19296.0,241862.0,39.9,-47,0
2025-01-01T00:51:30Z,30.59,1.15,28.29,32.9,1.24,511.6,19851.0,4545.0,105.8,-41,0
2025-01-01T00:52:00Z,48.01,4.48,39.06,56.97,0.71,550.2,14381.0,399531.0,78.7,-54,0
2025-01-01T00:52:30Z,37.79,6.29,25.21,50.37,0.85,479.1,34075.0,68821.0,25.2,-45,0
2025-01-01T00:53:00Z,31.1,5.06,20.98,41.21,1.0,460.8,4598.0,147908.0,93.5,-60,0
2025-01-01T00:53:30Z,39.65,3.56,32.53,46.77,0,340.9,13699.0,82690.0,111.0,-50,0
2025-01-01T00:54:00Z,29.34,6.63,16.08,42.6,1.47,323.5,3857.0,377199.0,38.7,-44,0
2025-01-01T00:54:30Z,60.94,6.63,47.68,74.21,0.34,270.2,39555.0,7452.0,71.3,-51,0
2025-01-01T00:55:00Z,34.95,3.67,27.62,42.29,0.11,412.0,18637.0,337581.0,64.5,-46,0
2025-01-01T00:55:30Z,14.42,2.55,9.32,19.51,0.08,112.9,41210.0,454739.0,46.7,-52,0
2025-01-01T00:56:00Z,37.64,7.97,21.7,53.59,0.54,140.4,11817.0,269005.0,55.8,-54,0
2025-01-01T00:56:30Z,33.96,3.93,26.09,41.83,0,466.0,7811.0,207735.0,25.4,-50,0
2025-01-01T00:57:00Z,42.51,5.83,30.85,54.18,0.35,193.0,22290.0,118438.0,53.1,-44,0
2025-01-01T00:57:30Z,46.73,1.42,43.88,49.58,0.08,223.5,48414.0,474531.0,101.5,-63,0
2025-01-01T00:58:00Z,26.52,1.15,24.22,28.82,0,489.1,12254.0,63399.0,74.3,-63,0
2025-01-01T00:58:30Z,22.48,6.69,9.09,35.86,0.28,201.2,38741.0,394428.0,77.6,-57,0
2025-01-01T00:59:00Z,38.24,2.75,32.73,43.75,0.71,170.7,33087.0,13377.0,16.6,-40,0
2025-01-01T00:59:30Z,33.49,2.86,27.77,39.2,0.45,145.9,21106.0,57268.0,21.7,-51,0
2025-01-01T01:00:00Z,30.21,4.53,21.16,39.26,0.48,571.6,2264.0,391722.0,106.0,-49,0
2025-01-01T01:00:30Z,33.44,7.99,17.46,49.42,0.4,520.6,21371.0,54427.0,89.8,-51,0
2025-01-01T01:01:00Z,46.96,1.46,44.05,49.88,0.83,223.0,31691.0,274404.0,49.1,-46,0
2025-01-01T01:01:30Z,21.93,1.69,18.55,25.32,0.7,444.9,42654.0,325633.0,95.7,-42,0
2025-01-01T01:02:00Z,16.06,3.9,8.27,23.85,0.95,510.3,19997.0,364941.0,47.8,-55,0
2025-01-01T01:02:30Z,30.95,7.46,16.03,45.87,0.7,114.9,41605.0,47068.0,25.1,-42,0
2025-01-01T01:03:00Z,37.41,7.7,22.01,52.8,0.63,372.1,33534.0,205699.0,106.7,-41,0
2025-01-01T01:03:30Z,37.81,3.01,31.78,43.83,0.42,242.5,5270.0,253953.0,31.2,-50,0
2025-01-01T01:04:00Z,50.02,3.57,42.88,57.17,1.11,476.6,28748.0,403707.0,103.7,-41,0
2025-01-01T01:04:30Z,24.15,1.18,21.79,26.52,0.03,563.1,41490.0,134090.0,33.9,-43,0
2025-01-01T01:05:00Z,43.19,2.27,38.65,47.73,0.28,154.5,32901.0,35258.0,92.8,-65,0
2025-01-01T01:05:30Z,25.46,4.18,17.11,33.81,0.41,161.9,15651.0,162529.0,113.8,-46,0
2025-01-01T01:06:00Z,40.54,5.32,29.89,51.19,0.59,430.5,13678.0,331138.0,66.0,-51,0
2025-01-01T01:06:30Z,37.57,3.42,30.74,44.4,1.09,137.7,33943.0,296771.0,70.3,-56,0
2025-01-01T01:07:00Z,204.64,82.29,22.19,451.51,0.91,236.7,10641.0,69049.0,41.8,-55,1
2025-01-01T01:07:30Z,23.62,4.5,14.61,32.62,1.03,513.3,40329.0,36502.0,105.5,-64,0
2025-01-01T01:08:00Z,31.1,3.19,24.72,37.48,0.55,303.2,20281.0,320251.0,45.4,-53,0
2025-01-01T01:08:30Z,257.19,5.33,16.21,37.52,14.9,512.7,45997.0,44521.0,103.7,-83,1
2025-01-01T01:09:00Z,30.2,2.18,25.85,34.55,0.88,345.5,5790.0,255221.0,110.1,-54,0
2025-01-01T01:09:30Z,48.91,2.03,44.84,52.97,0.31,133.5,12873.0,87163.0,31.1,-41,0
2025-01-01T01:10:00Z,42.61,4.46,33.69,51.53,1.27,472.3,38018.0,224728.0,112.0,-47,0
2025-01-01T01:10:30Z,43.8,7.8,28.21,59.4,0.46,244.4,22044.0,234726.0,81.3,-40,0
2025-01-01T01:11:00Z,46.17,3.17,39.82,52.51,0.71,315.0,2939.0,415932.0,23.1,-63,0
2025-01-01T01:11:30Z,23.86,4.88,14.1,33.62,0.48,491.7,44804.0,225142.0,100.0,-45,0
2025-01-01T01:12:00Z,25.68,7.7,10.27,41.09,0.14,314.3,40567.0,418770.0,118.2,-63,0
2025-01-01T01:12:30Z,38.53,4.06,30.4,46.66,0.83,308.5,26185.0,79794.0,54.1,-56,0
2025-01-01T01:13:00Z,37.31,1.37,34.57,40.04,0,408.1,16799.0,165181.0,73.6,-53,0
2025-01-01T01:13:30Z,32.6,7.34,17.91,47.29,0,534.1,16735.0,291578.0,29.8,-54,0
2025-01-01T01:14:00Z,26.8,1.9,23.0,30.61,0,448.6,4327.0,279682.0,82.6,-55,0
2025-01-01T01:14:30Z,25.96,6.17,13.62,38.3,0,436.4,26367.0,323189.0,59.5,-54,0
2025-01-01T01:15:00Z,504.61,67.78,19.33,707.95,1.65,478.4,9681.0,499988.0,31.3,-56,1
2025-01-01T01:15:30Z,20.48,7.13,6.21,34.75,0.38,401.4,29903.0,77549.0,34.0,-43,0
2025-01-01T01:16:00Z,37.18,4.06,29.05,45.31,0.22,293.6,33851.0,119146.0,61.6,-56,0
2025-01-01T01:16:30Z,36.54,2.67,31.19,41.89,0.14,582.1,39240.0,452035.0,35.4,-44,0
2025-01-01T01:17:00Z,46.08,2.97,40.13,52.02,0.45,278.6,26420.0,483151.0,100.8,-40,0
2025-01-01T01:17:30Z,37.29,4.36,28.56,46.01,0.38,273.0,46721.0,355845.0,69.2,-62,0
2025-01-01T01:18:00Z,35.66,7.34,20.98,50.33,0.1,156.6,21930.0,473233.0,38.3,-51,0
2025-01-01T01:18:30Z,44.38,3.78,36.83,51.93,0.28,274.5,19370.0,41262.0,38.6,-55,0
2025-01-01T01:19:00Z,42.7,6.54,29.62,55.78,0,151.6,14415.0,414966.0,88.1,-61,0
2025-01-01T01:19:30Z,21.44,7.34,6.75,36.12,0.63,89.9,10861.0,75185.0,113.7,-46,0
2025-01-01T01:20:00Z,41.31,3.11,35.1,47.53,0.77,104.8,21049.0,397053.0,63.0,-62,0
2025-01-01T01:20:30Z,22.61,5.42,11.76,33.45,0.5,379.0,35955.0,145990.0,15.2,-54,0
2025-01-01T01:21:00Z,22.21,1.6,19.01,25.41,0.87,586.8,3477.0,263267.0,68.3,-49,0
2025-01-01T01:21:30Z,26.3,5.45,15.4,37.19,0.86,590.1,12757.0,8613.0,97.8,-54,0
2025-01-01T01:22:00Z,32.42,5.07,22.28,42.57,0.3,473.5,6757.0,176473.0,50.5,-45,0
2025-01-01T01:22:30Z,37.04,5.87,25.3,48.77,0,408.5,40594.0,32019.0,96.5,-51,0
2025-01-01T01:23:00Z,40.3,7.2,25.9,54.7,1.34,2219.7,15573.0,199413.0,1435.0,-50,1
2025-01-01T01:23:30Z,37.03,5.59,25.85,48.21,0.38,222.1,39987.0,218757.0,57.0,-51,0
2025-01-01T01:24:00Z,14.58,4.47,5.63,23.53,1.38,338.7,46223.0,259878.0,99.1,-42,0
2025-01-01T01:24:30Z,5.44,2.26,1,9.96,1.19,232.8,5220.0,164296.0,46.0,-51,0
2025-01-01T01:25:00Z,21.32,3.46,14.4,28.24,0.84,102.0,43515.0,176603.0,119.8,-57,0
2025-01-01T01:25:30Z,35.89,5.7,24.49,47.28,0.33,291.2,25703.0,375074.0,31.8,-65,0
2025-01-01T01:26:00Z,21.4,1.24,18.91,23.88,0,115.0,38948.0,183481.0,55.2,-47,0
2025-01-01T01:26:30Z,41.23,3.6,34.04,48.43,0.95,3497.7,3937.0,69279.0,581.5,-55,1
2025-01-01T01:27:00Z,25.11,4.93,15.24,34.97,0.5,216.1,13088.0,223413.0,119.6,-56,0
2025-01-01T01:27:30Z,41.68,1.95,37.78,45.58,0.5,118.5,8716.0,356828.0,119.7,-40,0
2025-01-01T01:28:00Z,39.96,3.43,33.09,46.82,0.14,113.8,27154.0,445720.0,104.4,-43,0
2025-01-01T01:28:30Z,33.1,3.53,26.04,40.16,0.21,196.6,49258.0,396137.0,39.9,-50,0
2025-01-01T01:29:00Z,330.75,6.63,12.7,39.2,25.6,366.9,30636.0,43565.0,47.5,-82,1
2025-01-01T01:29:30Z,49.12,4.15,40.82,57.42,0.38,433.7,17291.0,439041.0,96.9,-45,0
2025-01-01T01:30:00Z,35.59,4.52,26.55,44.63,0.24,531.5,41586.0,259292.0,46.9,-60,0
2025-01-01T01:30:30Z,32.67,7.59,17.5,47.84,0.05,545.4,42312.0,125677.0,81.7,-48,0
2025-01-01T01:31:00Z,25.24,1.65,21.93,28.55,0.01,413.3,29631.0,290533.0,33.0,-46,0
2025-01-01T01:31:30Z,19.82,4.95,9.93,29.71,0,509.1,1516.0,23208.0,82.4,-47,0
2025-01-01T01:32:00Z,38.18,5.33,27.52,48.83,1.13,95.7,44461.0,273016.0,82.4,-56,0
2025-01-01T01:32:30Z,40.12,3.08,33.96,46.28,0,117.9,3090.0,220083.0,65.8,-59,0
2025-01-01T01:33:00Z,47.32,3.24,40.85,53.79,1.28,593.8,17334.0,199659.0,94.9,-49,0
2025-01-01T01:33:30Z,30.28,2.87,24.54,36.03,1.01,208.9,4931.0,145461.0,55.3,-46,0
2025-01-01T01:34:00Z,55.98,6.69,42.59,69.37,0.25,565.6,36084.0,95322.0,31.7,-49,0
2025-01-01T01:34:30Z,43.5,1.63,40.24,46.76,0.1,284.5,22916.0,120744.0,76.3,-64,0
2025-01-01T01:35:00Z,14.32,5.58,3.16,25.48,0.53,324.7,26881.0,423663.0,60.2,-57,0
2025-01-01T01:35:30Z,35.83,3.8,28.22,43.44,0.02,376.5,9813.0,276835.0,22.7,-49,0
2025-01-01T01:36:00Z,17.23,5.36,6.5,27.95,0.21,397.7,6520.0,48792.0,54.2,-55,0
2025-01-01T01:36:30Z,31.29,5.22,20.86,41.73,0.71,288.7,2109.0,19938.0,89.9,-40,0
2025-01-01T01:37:00Z,21.84,4.61,12.63,31.06,0.68,250.5,30692.0,81670.0,119.0,-42,0
2025-01-01T01:37:30Z,25.11,4.57,15.97,34.24,0.17,334.7,28190.0,237709.0,16.7,-55,0
2025-01-01T01:38:00Z,48.13,6.58,34.98,61.29,0.42,457.2,34433.0,13810.0,64.8,-45,0
2025-01-01T01:38:30Z,37.15,6.05,25.05,49.25,0,383.4,8609.0,314698.0,80.1,-53,0
2025-01-01T01:39:00Z,33.93,7.64,18.66,49.21,0.39,137.1,1045.0,157189.0,30.9,-43,0
2025-01-01T01:39:30Z,21.25,4.3,12.65,29.85,0.49,521.2,36397.0,353035.0,69.5,-48,0
2025-01-01T01:40:00Z,28.6,3.2,22.21,34.99,0,170.1,45615.0,171492.0,52.2,-41,0
2025-01-01T01:40:30Z,27.39,2.85,21.69,33.1,0,331.8,47871.0,139864.0,46.3,-56,0
2025-01-01T01:41:00Z,30.72,4.42,21.87,39.57,0,329.5,28068.0,467275.0,90.8,-56,0
2025-01-01T01:41:30Z,30.65,7.86,14.93,46.37,0.06,505.6,47735.0,402406.0,45.5,-56,0
2025-01-01T01:42:00Z,54.96,5.59,43.78,66.14,1.04,468.6,10778.0,414062.0,43.5,-48,0
2025-01-01T01:42:30Z,44.0,5.11,33.78,54.21,1.03,206.1,33525.0,265755.0,82.0,-64,0
2025-01-01T01:43:00Z,29.53,5.77,18.0,41.07,0.99,151.5,48229.0,488966.0,31.6,-45,0
2025-01-01T01:43:30Z,43.23,2.4,38.43,48.02,0.11,581.2,16126.0,323126.0,110.3,-63,0
2025-01-01T01:44:00Z,36.83,6.95,22.92,50.73,1.31,99.4,46081.0,209234.0,102.9,-64,0
2025-01-01T01:44:30Z,25.67,7.56,10.56,40.78,0.85,580.3,46309.0,438433.0,16.0,-47,0
2025-01-01T01:45:00Z,43.14,4.18,34.78,51.5,0.3,413.5,26263.0,444685.0,29.1,-49,0
2025-01-01T01:45:30Z,36.72,2.14,32.44,40.99,0.73,318.6,12938.0,93506.0,92.3,-40,0
2025-01-01T01:46:00Z,32.0,5.28,21.45,42.56,0.21,412.1,20334.0,214138.0,49.4,-53,0
2025-01-01T01:46:30Z,37.19,3.27,30.66,43.72,0.75,209.0,13113.0,118143.0,94.1,-55,0
2025-01-01T01:47:00Z,34.74,5.58,23.59,45.89,0.43,440.2,3200.0,59553.0,47.2,-53,0
2025-01-01T01:47:30Z,53.52,6.39,40.74,66.3,0.01,439.0,31972.0,470347.0,53.6,-58,0
2025-01-01T01:48:00Z,38.85,6.23,26.38,51.32,0.71,395.0,20851.0,274843.0,64.4,-48,0
2025-01-01T01:48:30Z,42.75,5.76,31.22,54.27,0,389.8,39390.0,262991.0,70.5,-54,0
2025-01-01T01:49:00Z,31.72,4.83,22.05,41.38,0.43,342.9,28678.0,75351.0,49.5,-49,0
2025-01-01T01:49:30Z,28.26,4.42,19.42,37.11,0,547.4,22330.0,28290.0,28.9,-52,0
2025-01-01T01:50:00Z,45.42,6.65,32.12,58.71,0.7,456.1,19858.0,408318.0,93.3,-47,0
2025-01-01T01:50:30Z,21.22,4.79,11.65,30.8,0.86,111.3,44722.0,493076.0,64.6,-56,0
2025-01-01T01:51:00Z,37.03,7.85,21.33,52.72,0,415.9,21076.0,496432.0,55.2,-53,0
2025-01-01T01:51:30Z,28.96,4.78,19.41,38.51,0,419.8,17454.0,89648.0,71.4,-49,0
2025-01-01T01:52:00Z,53.81,6.29,41.22,66.39,0.37,588.8,23204.0,359687.0,59.5,-53,0
2025-01-01T01:52:30Z,35.14,2.93,29.29,41.0,0.96,567.5,36279.0,56866.0,100.0,-52,0
2025-01-01T01:53:00Z,54.31,2.68,48.94,59.68,0.09,115.0,29738.0,223497.0,85.6,-64,0
2025-01-01T01:53:30Z,45.34,4.78,35.78,54.9,0.65,472.3,38826.0,70498.0,119.3,-58,0
2025-01-01T01:54:00Z,33.98,5.19,23.61,44.36,0.06,429.7,16101.0,151231.0,30.0,-44,0
2025-01-01T01:54:30Z,28.13,4.9,18.34,37.93,0.71,387.7,36787.0,87979.0,86.3,-48,0
2025-01-01T01:55:00Z,58.47,5.7,47.07,69.87,0.29,488.6,16005.0,208454.0,30.7,-53,0
2025-01-01T01:55:30Z,27.78,2.58,22.63,32.94,0.41,525.9,7303.0,231781.0,21.1,-52,0
2025-01-01T01:56:00Z,29.98,2.7,24.58,35.38,0.41,185.7,32371.0,461152.0,103.9,-63,0
2025-01-01T01:56:30Z,36.56,3.64,29.28,43.84,0.36,394.6,2073.0,36856.0,99.5,-47,0
2025-01-01T01:57:00Z,24.35,7.09,10.17,38.52,0.29,253.1,47855.0,8159.0,113.4,-42,0
2025-01-01T01:57:30Z,46.42,2.7,41.02,51.81,0.5,394.3,10305.0,457606.0,73.0,-41,0
2025-01-01T01:58:00Z,20.86,3.16,14.54,27.18,0.65,267.0,44152.0,233269.0,99.3,-42,0
2025-01-01T01:58:30Z,46.85,3.59,39.66,54.04,0,295.2,28170.0,111026.0,30.3,-57,0
2025-01-01T01:59:00Z,21.22,3.07,15.08,27.35,0.1,182.0,11578.0,285110.0,40.8,-48,0
2025-01-01T01:59:30Z,31.93,6.75,18.43,45.43,0.15,582.6,32121.0,245552.0,32.7,-40,0
